State,District,Crop_Year,Season,Crop,Area,Production,Yield,mean_ndvi,Annual_Temp,Monsoon_Temp,Yield_Predicted,Alert
haryana,rewari,2012,Rabi       ,rapeseed &mustard,67309.0,145000.0,2.154243860404998,0.0589,25.6,28.26,1.7513945,✅ OK
haryana,rewari,2012,Rabi       ,wheat,44652.0,222000.0,4.971781779091642,0.0589,25.6,28.26,3.9183743,✅ OK
haryana,rewari,2012,Whole Year ,dry chillies,18.0,200.0,11.11111111111111,0.0589,25.6,28.26,5.557204,✅ OK
haryana,rewari,2012,Whole Year ,guar seed,9516.0,7137.0,0.75,0.0589,25.6,28.26,1.4204879,✅ OK
haryana,rewari,2012,Whole Year ,onion,156.0,3500.0,22.435897435897434,0.0589,25.6,28.26,20.007963,✅ OK
haryana,rohtak,1997,Kharif     ,bajra,19000.0,22000.0,1.1578947368421053,0.0739,25.35,28.13,1.2145514,✅ OK
haryana,rohtak,1997,Kharif     ,jowar,28000.0,6000.0,0.2142857142857142,0.0739,25.35,28.13,0.43967718,🚨 Low Yield
haryana,rohtak,1997,Kharif     ,other kharif pulses,5500.0,4200.0,0.7636363636363637,0.0739,25.35,28.13,0.9577454,✅ OK
haryana,rohtak,1997,Kharif     ,rice,16000.0,29000.0,1.8125,0.0739,25.35,28.13,1.8959345,✅ OK
haryana,rohtak,1997,Rabi       ,barley,1000.0,1000.0,1.0,0.0739,25.35,28.13,2.5446057,✅ OK
haryana,rohtak,1997,Rabi       ,gram,7000.0,5000.0,0.7142857142857143,0.0739,25.35,28.13,1.0712012,✅ OK
haryana,rohtak,1997,Rabi       ,other  rabi pulses,1000.0,1000.0,1.0,0.0739,25.35,28.13,1.2232034,✅ OK
haryana,rohtak,1997,Rabi       ,wheat,74000.0,245000.0,3.310810810810811,0.0739,25.35,28.13,3.588768,✅ OK
haryana,rohtak,1997,Whole Year ,cotton(lint),6000.0,5000.0,0.8333333333333334,0.0739,25.35,28.13,2.0328722,✅ OK
haryana,rohtak,1997,Whole Year ,sugarcane,12000.0,550000.0,45.833333333333336,0.0739,25.35,28.13,47.95377,✅ OK
haryana,rohtak,1998,Kharif     ,bajra,18761.0,21000.0,1.1193433185864292,0.0739,25.72,28.31,1.2121239,✅ OK
haryana,rohtak,1998,Kharif     ,cotton(lint),13312.0,16000.0,1.2019230769230769,0.0739,25.72,28.31,1.2255685,✅ OK
haryana,rohtak,1998,Kharif     ,jowar,28054.0,6000.0,0.2138732444571184,0.0739,25.72,28.31,0.3922587,🚨 Low Yield
haryana,rohtak,1998,Kharif     ,rice,27522.0,53000.0,1.92573214155948,0.0739,25.72,28.31,1.8140634,✅ OK
haryana,rohtak,1998,Rabi       ,barley,1653.0,4000.0,2.419842710223836,0.0739,25.72,28.31,2.6205876,✅ OK
haryana,rohtak,1998,Rabi       ,gram,5252.0,3000.0,0.5712109672505712,0.0739,25.72,28.31,1.0025195,✅ OK
haryana,rohtak,1998,Rabi       ,rapeseed &mustard,11765.0,12000.0,1.019974500637484,0.0739,25.72,28.31,1.175674,✅ OK
haryana,rohtak,1998,Rabi       ,wheat,86345.0,327000.0,3.787133012913313,0.0739,25.72,28.31,3.4973829,✅ OK
haryana,rohtak,1998,Whole Year ,onion,8.0,200.0,25.0,0.0739,25.72,28.31,20.434587,✅ OK
haryana,rohtak,1998,Whole Year ,potato,210.0,3100.0,14.761904761904765,0.0739,25.72,28.31,17.042084,✅ OK
haryana,rohtak,1998,Whole Year ,sugarcane,12296.0,650000.0,52.86271958360442,0.0739,25.72,28.31,56.55274,✅ OK
haryana,rohtak,1998,Whole Year ,sweet potato,5.0,100.0,20.0,0.0739,25.72,28.31,14.881236,✅ OK
haryana,rohtak,1999,Kharif     ,arhar/tur,31.0,0.0,0.0,0.0739,25.57,27.92,0.63141596,✅ OK
haryana,rohtak,1999,Kharif     ,bajra,16938.0,14000.0,0.8265438658637383,0.0739,25.57,27.92,1.2595397,✅ OK
haryana,rohtak,1999,Kharif     ,cotton(lint),11525.0,21000.0,1.822125813449024,0.0739,25.57,27.92,1.3361646,✅ OK
haryana,rohtak,1999,Kharif     ,jowar,25259.0,5000.0,0.1979492458133734,0.0739,25.57,27.92,0.47248045,🚨 Low Yield
haryana,rohtak,1999,Kharif     ,maize,814.0,2000.0,2.457002457002457,0.0739,25.57,27.92,1.9052736,✅ OK
haryana,rohtak,1999,Kharif     ,moong(green gram),1.0,0.0,0.0,0.0739,25.57,27.92,0.29417664,🚨 Low Yield
haryana,rohtak,1999,Kharif     ,moth,2.0,0.0,0.0,0.0739,25.57,27.92,0.49058223,🚨 Low Yield
haryana,rohtak,1999,Kharif     ,rice,28515.0,26000.0,0.9118008065930212,0.0739,25.57,27.92,1.9318876,✅ OK
haryana,rohtak,1999,Kharif     ,sesamum,135.0,0.0,0.0,0.0739,25.57,27.92,0.08683924,🚨 Low Yield
haryana,rohtak,1999,Rabi       ,barley,1722.0,2000.0,1.1614401858304295,0.0739,25.57,27.92,2.8312724,✅ OK
haryana,rohtak,1999,Rabi       ,gram,2672.0,2000.0,0.7485029940119761,0.0739,25.57,27.92,1.0720952,✅ OK
haryana,rohtak,1999,Rabi       ,peas & beans (pulses),7.0,0.0,0.0,0.0739,25.57,27.92,0.87751293,✅ OK
haryana,rohtak,1999,Rabi       ,rapeseed &mustard,10182.0,10000.0,0.9821253191907288,0.0739,25.57,27.92,1.2771591,✅ OK
haryana,rohtak,1999,Rabi       ,wheat,92025.0,363000.0,3.944580277098616,0.0739,25.57,27.92,3.6099215,✅ OK
haryana,rohtak,1999,Whole Year ,onion,30.0,400.0,13.333333333333334,0.0739,25.57,27.92,15.405952,✅ OK
haryana,rohtak,1999,Whole Year ,potato,235.0,3800.0,16.170212765957448,0.0739,25.57,27.92,18.094778,✅ OK
haryana,rohtak,1999,Whole Year ,sugarcane,12769.0,540000.0,42.28992090218498,0.0739,25.57,27.92,48.010677,✅ OK
haryana,rohtak,2000,Kharif     ,arhar/tur,3775.0,2400.0,0.6357615894039735,0.0739,25.53,27.85,1.0345037,✅ OK
haryana,rohtak,2000,Kharif     ,bajra,17439.0,27000.0,1.5482539136418372,0.0739,25.53,27.85,1.2608138,✅ OK
haryana,rohtak,2000,Kharif     ,cotton(lint),12825.0,15000.0,1.1695906432748535,0.0739,25.53,27.85,1.1822895,✅ OK
haryana,rohtak,2000,Kharif     ,jowar,25421.0,5800.0,0.2281578222729239,0.0739,25.53,27.85,0.43967718,🚨 Low Yield
haryana,rohtak,2000,Kharif     ,maize,21.0,0.0,0.0,0.0739,25.53,27.85,1.2741841,✅ OK
haryana,rohtak,2000,Kharif     ,moong(green gram),19.0,0.0,0.0,0.0739,25.53,27.85,0.11991346,🚨 Low Yield
haryana,rohtak,2000,Kharif     ,rice,23863.0,36000.0,1.5086116582156477,0.0739,25.53,27.85,1.874179,✅ OK
haryana,rohtak,2000,Kharif     ,sesamum,79.0,0.0,0.0,0.0739,25.53,27.85,0.059461415,🚨 Low Yield
haryana,rohtak,2000,Rabi       ,barley,1955.0,5000.0,2.557544757033248,0.0739,25.53,27.85,2.8060915,✅ OK
haryana,rohtak,2000,Rabi       ,gram,2393.0,2000.0,0.8357709987463435,0.0739,25.53,27.85,1.0392917,✅ OK
haryana,rohtak,2000,Rabi       ,peas & beans (pulses),20.0,0.0,0.0,0.0739,25.53,27.85,0.8276859,✅ OK
haryana,rohtak,2000,Rabi       ,rapeseed &mustard,10856.0,14000.0,1.2896094325718497,0.0739,25.53,27.85,1.2443557,✅ OK
haryana,rohtak,2000,Rabi       ,wheat,91678.0,352000.0,3.83952529505443,0.0739,25.53,27.85,3.588768,✅ OK
haryana,rohtak,2000,Whole Year ,dry chillies,3.0,0.0,0.0,0.0739,25.53,27.85,1.3876902,✅ OK
haryana,rohtak,2000,Whole Year ,garlic,3.0,0.0,0.0,0.0739,25.53,27.85,1.1092354,✅ OK
haryana,rohtak,2000,Whole Year ,onion,18.0,400.0,22.22222222222222,0.0739,25.53,27.85,18.22697,✅ OK
haryana,rohtak,2000,Whole Year ,potato,249.0,4000.0,16.06425702811245,0.0739,25.53,27.85,18.012463,✅ OK
haryana,rohtak,2000,Whole Year ,sannhamp,96.0,0.0,0.0,0.0739,25.53,27.85,0.46598253,🚨 Low Yield
haryana,rohtak,2000,Whole Year ,sugarcane,13531.0,680000.0,50.25497006873106,0.0739,25.53,27.85,50.560383,✅ OK
haryana,rohtak,2001,Kharif     ,arhar/tur,5528.0,3800.0,0.6874095513748191,0.0739,25.6,27.92,1.1077423,✅ OK
haryana,rohtak,2001,Kharif     ,bajra,17245.0,22000.0,1.2757320962597851,0.0739,25.6,27.92,1.362307,✅ OK
haryana,rohtak,2001,Kharif     ,cotton(lint),13729.0,10000.0,0.7283851700779372,0.0739,25.6,27.92,1.3765997,✅ OK
haryana,rohtak,2001,Kharif     ,horse-gram,3.0,0.0,0.0,0.0739,25.6,27.92,0.5567597,🚨 Low Yield
haryana,rohtak,2001,Kharif     ,jowar,25814.0,5000.0,0.1936933446966762,0.0739,25.6,27.92,0.51291555,🚨 Low Yield
haryana,rohtak,2001,Kharif     ,maize,58.0,0.0,0.0,0.0739,25.6,27.92,1.3614655,✅ OK
haryana,rohtak,2001,Kharif     ,moong(green gram),13.0,0.0,0.0,0.0739,25.6,27.92,0.16827692,🚨 Low Yield
haryana,rohtak,2001,Kharif     ,rice,20034.0,27000.0,1.3477088948787062,0.0739,25.6,27.92,1.9940783,✅ OK
haryana,rohtak,2001,Kharif     ,sesamum,83.0,0.0,0.0,0.0739,25.6,27.92,0.11814845,🚨 Low Yield
haryana,rohtak,2001,Kharif     ,urad,20.0,0.0,0.0,0.0739,25.6,27.92,0.18330714,🚨 Low Yield
haryana,rohtak,2001,Rabi       ,barley,1918.0,6000.0,3.1282586027111576,0.0739,25.6,27.92,2.815176,✅ OK
haryana,rohtak,2001,Rabi       ,gram,2631.0,2000.0,0.7601672367920943,0.0739,25.6,27.92,1.1125301,✅ OK
haryana,rohtak,2001,Rabi       ,masoor,1400.0,1000.0,0.7142857142857143,0.0739,25.6,27.92,0.9149008,✅ OK
haryana,rohtak,2001,Rabi       ,peas & beans (pulses),21.0,0.0,0.0,0.0739,25.6,27.92,0.8760495,✅ OK
haryana,rohtak,2001,Rabi       ,rapeseed &mustard,14167.0,21000.0,1.4823180631043975,0.0739,25.6,27.92,1.3175943,✅ OK
haryana,rohtak,2001,Rabi       ,wheat,91826.0,353000.0,3.8442271252150806,0.0739,25.6,27.92,3.6503568,✅ OK
haryana,rohtak,2001,Whole Year ,dry chillies,8.0,0.0,0.0,0.0739,25.6,27.92,1.5324414,✅ OK
haryana,rohtak,2001,Whole Year ,potato,309.0,5600.0,18.12297734627832,0.0739,25.6,27.92,20.306059,✅ OK
haryana,rohtak,2001,Whole Year ,sannhamp,130.0,100.0,0.7692307692307693,0.0739,25.6,27.92,0.61958814,✅ OK
haryana,rohtak,2001,Whole Year ,sugarcane,15224.0,820000.0,53.86232264844982,0.0739,25.6,27.92,52.62959,✅ OK
haryana,rohtak,2002,Kharif     ,arhar/tur,12701.0,800.0,0.0629871663648531,0.0739,25.74,28.17,1.0783383,✅ OK
haryana,rohtak,2002,Kharif     ,bajra,15455.0,15000.0,0.9705596894208994,0.0739,25.74,28.17,1.3033764,✅ OK
haryana,rohtak,2002,Kharif     ,cotton(lint),13675.0,17000.0,1.243144424131627,0.0739,25.74,28.17,1.3471956,✅ OK
haryana,rohtak,2002,Kharif     ,jowar,24295.0,5000.0,0.2058036633052068,0.0739,25.74,28.17,0.48351136,🚨 Low Yield
haryana,rohtak,2002,Kharif     ,maize,32.0,0.0,0.0,0.0739,25.74,28.17,1.0656822,✅ OK
haryana,rohtak,2002,Kharif     ,moong(green gram),53.0,0.0,0.0,0.0739,25.74,28.17,0.17001681,🚨 Low Yield
haryana,rohtak,2002,Kharif     ,moth,11534.0,0.0,0.0,0.0739,25.74,28.17,0.81945556,✅ OK
haryana,rohtak,2002,Kharif     ,rice,7412.0,8000.0,1.0793308148947651,0.0739,25.74,28.17,2.0014942,✅ OK
haryana,rohtak,2002,Kharif     ,sesamum,241.0,0.0,0.0,0.0739,25.74,28.17,0.011798723,🚨 Low Yield
haryana,rohtak,2002,Kharif     ,urad,1.0,0.0,0.0,0.0739,25.74,28.17,0.18058002,🚨 Low Yield
haryana,rohtak,2002,Rabi       ,barley,1349.0,2000.0,1.4825796886582654,0.0739,25.74,28.17,2.5451267,✅ OK
haryana,rohtak,2002,Rabi       ,gram,2254.0,2000.0,0.8873114463176575,0.0739,25.74,28.17,1.0618625,✅ OK
haryana,rohtak,2002,Rabi       ,masoor,4.0,0.0,0.0,0.0739,25.74,28.17,0.33119822,🚨 Low Yield
haryana,rohtak,2002,Rabi       ,rapeseed &mustard,16427.0,18000.0,1.0957569854507825,0.0739,25.74,28.17,1.2669266,✅ OK
haryana,rohtak,2002,Rabi       ,wheat,88669.0,353000.0,3.981098241775592,0.0739,25.74,28.17,3.5906436,✅ OK
haryana,rohtak,2002,Whole Year ,onion,14.0,300.0,21.428571428571427,0.0739,25.74,28.17,18.444445,✅ OK
haryana,rohtak,2002,Whole Year ,other fresh fruits,521.0,3100.0,5.950095969289827,0.0739,25.74,28.17,5.714472,✅ OK
haryana,rohtak,2002,Whole Year ,other vegetables,930.0,8800.0,9.46236559139785,0.0739,25.74,28.17,7.748779,✅ OK
haryana,rohtak,2002,Whole Year ,potato,229.0,3600.0,15.720524017467248,0.0739,25.74,28.17,17.80486,✅ OK
haryana,rohtak,2002,Whole Year ,sannhamp,274.0,100.0,0.364963503649635,0.0739,25.74,28.17,0.70672953,✅ OK
haryana,rohtak,2002,Whole Year ,sugarcane,19848.0,970000.0,48.8714228133817,0.0739,25.74,28.17,49.0706,✅ OK
haryana,rohtak,2003,Kharif     ,arhar/tur,8565.0,10900.0,1.2726211325160537,0.0739,25.61,28.1,1.1200509,✅ OK
haryana,rohtak,2003,Kharif     ,bajra,16080.0,30000.0,1.8656716417910448,0.0739,25.61,28.1,1.3746154,✅ OK
haryana,rohtak,2003,Kharif     ,cotton(lint),11472.0,20000.0,1.7433751743375174,0.0739,25.61,28.1,1.388908,✅ OK
haryana,rohtak,2003,Kharif     ,jowar,25371.0,6000.0,0.2364904812581293,0.0739,25.61,28.1,0.52522403,🚨 Low Yield
haryana,rohtak,2003,Kharif     ,maize,14.0,0.0,0.0,0.0739,25.61,28.1,1.2359159,✅ OK
haryana,rohtak,2003,Kharif     ,moong(green gram),107.0,0.0,0.0,0.0739,25.61,28.1,0.23526435,🚨 Low Yield
haryana,rohtak,2003,Kharif     ,rice,13859.0,21000.0,1.5152608413305433,0.0739,25.61,28.1,2.006387,✅ OK
haryana,rohtak,2003,Kharif     ,sesamum,151.0,0.0,0.0,0.0739,25.61,28.1,0.08731881,🚨 Low Yield
haryana,rohtak,2003,Kharif     ,urad,21.0,0.0,0.0,0.0739,25.61,28.1,0.17492655,🚨 Low Yield
haryana,rohtak,2003,Rabi       ,barley,1628.0,5000.0,3.0712530712530715,0.0739,25.61,28.1,2.7758505,✅ OK
haryana,rohtak,2003,Rabi       ,gram,1937.0,2000.0,1.0325245224574084,0.0739,25.61,28.1,1.1248385,✅ OK
haryana,rohtak,2003,Rabi       ,masoor,3.0,0.0,0.0,0.0739,25.61,28.1,0.36898112,🚨 Low Yield
haryana,rohtak,2003,Rabi       ,rapeseed &mustard,19576.0,31000.0,1.5835717204740498,0.0739,25.61,28.1,1.3299029,✅ OK
haryana,rohtak,2003,Rabi       ,sunflower,3.0,0.0,0.0,0.0739,25.61,28.1,0.5930936,✅ OK
haryana,rohtak,2003,Rabi       ,wheat,88426.0,337000.0,3.811096283898401,0.0739,25.61,28.1,3.6626654,✅ OK
haryana,rohtak,2003,Whole Year ,onion,16.0,300.0,18.75,0.0739,25.61,28.1,18.520607,✅ OK
haryana,rohtak,2003,Whole Year ,other fresh fruits,550.0,3600.0,6.545454545454546,0.0739,25.61,28.1,6.0167303,✅ OK
haryana,rohtak,2003,Whole Year ,other vegetables,732.0,6900.0,9.42622950819672,0.0739,25.61,28.1,8.103576,✅ OK
haryana,rohtak,2003,Whole Year ,potato,228.0,3600.0,15.789473684210526,0.0739,25.61,28.1,17.639482,✅ OK
haryana,rohtak,2003,Whole Year ,sannhamp,178.0,100.0,0.5617977528089888,0.0739,25.61,28.1,0.63691574,✅ OK
haryana,rohtak,2003,Whole Year ,sugarcane,18112.0,980000.0,54.1077738515901,0.0739,25.61,28.1,51.161526,✅ OK
haryana,rohtak,2004,Kharif     ,arhar/tur,10467.0,11500.0,1.0986911244864814,0.0739,25.65,28.02,1.2496186,✅ OK
haryana,rohtak,2004,Kharif     ,bajra,13946.0,25000.0,1.7926287107414312,0.0739,25.65,28.02,1.5041832,✅ OK
haryana,rohtak,2004,Kharif     ,cotton(lint),13053.0,23000.0,1.762047038994867,0.0739,25.65,28.02,1.5184758,✅ OK
haryana,rohtak,2004,Kharif     ,jowar,24520.0,7000.0,0.2854812398042414,0.0739,25.65,28.02,0.65479165,✅ OK
haryana,rohtak,2004,Kharif     ,rice,15014.0,26000.0,1.731717064073531,0.0739,25.65,28.02,2.1359546,✅ OK
haryana,rohtak,2004,Rabi       ,barley,1125.0,2000.0,1.7777777777777777,0.0739,25.65,28.02,2.8355775,✅ OK
haryana,rohtak,2004,Rabi       ,gram,1353.0,1000.0,0.7390983000739099,0.0739,25.65,28.02,1.2544062,✅ OK
haryana,rohtak,2004,Rabi       ,rapeseed &mustard,26922.0,30000.0,1.114330287497214,0.0739,25.65,28.02,1.4720169,✅ OK
haryana,rohtak,2004,Rabi       ,wheat,87386.0,320000.0,3.661913807703751,0.0739,25.65,28.02,3.7530415,✅ OK
haryana,rohtak,2004,Whole Year ,onion,15.0,300.0,20.0,0.0739,25.65,28.02,18.738716,✅ OK
haryana,rohtak,2004,Whole Year ,sannhamp,155.0,100.0,0.6451612903225806,0.0739,25.65,28.02,0.6171413,✅ OK
haryana,rohtak,2004,Whole Year ,sugarcane,15241.0,630000.0,41.33587034971458,0.0739,25.65,28.02,41.889065,✅ OK
haryana,rohtak,2005,Kharif     ,arhar/tur,10838.0,4600.0,0.4244325521313895,0.0739,25.58,28.25,1.1024415,✅ OK
haryana,rohtak,2005,Kharif     ,bajra,14335.0,20000.0,1.3951866062085805,0.0739,25.58,28.25,1.2824893,✅ OK
haryana,rohtak,2005,Kharif     ,cotton(lint),12854.0,23000.0,1.789326279757274,0.0739,25.58,28.25,1.371299,✅ OK
haryana,rohtak,2005,Kharif     ,jowar,23584.0,7000.0,0.2968113975576662,0.0739,25.58,28.25,0.5076149,🚨 Low Yield
haryana,rohtak,2005,Kharif     ,rice,18006.0,36000.0,1.9993335554815064,0.0739,25.58,28.25,1.9887778,✅ OK
haryana,rohtak,2005,Rabi       ,barley,930.0,2000.0,2.150537634408602,0.0739,25.58,28.25,2.6017861,✅ OK
haryana,rohtak,2005,Rabi       ,gram,1548.0,2000.0,1.2919896640826871,0.0739,25.58,28.25,1.1072296,✅ OK
haryana,rohtak,2005,Rabi       ,rapeseed &mustard,28705.0,27100.0,0.9440863960982409,0.0739,25.58,28.25,1.3248401,✅ OK
haryana,rohtak,2005,Rabi       ,wheat,87898.0,303000.0,3.447177410179981,0.0739,25.58,28.25,3.6450562,✅ OK
haryana,rohtak,2005,Whole Year ,sugarcane,11877.0,620000.0,52.2017344447251,0.0739,25.58,28.25,51.664356,✅ OK
haryana,rohtak,2006,Kharif     ,arhar/tur,10798.0,11900.0,1.102055936284497,0.0739,25.72,28.02,1.2097567,✅ OK
haryana,rohtak,2006,Kharif     ,bajra,17392.0,36000.0,2.069917203311868,0.0739,25.72,28.02,1.4469796,✅ OK
haryana,rohtak,2006,Kharif     ,cotton(lint),8702.0,22000.0,2.528154447253505,0.0739,25.72,28.02,1.4786139,✅ OK
haryana,rohtak,2006,Kharif     ,jowar,23524.0,7000.0,0.2975684407413705,0.0739,25.72,28.02,0.6149297,✅ OK
haryana,rohtak,2006,Kharif     ,rice,20185.0,37000.0,1.833044339856329,0.0739,25.72,28.02,2.0743375,✅ OK
haryana,rohtak,2006,Rabi       ,barley,1035.0,2000.0,1.932367149758454,0.0739,25.72,28.02,2.774452,✅ OK
haryana,rohtak,2006,Rabi       ,gram,982.0,1000.0,1.0183299389002036,0.0739,25.72,28.02,1.1932807,✅ OK
haryana,rohtak,2006,Rabi       ,rapeseed &mustard,19448.0,27000.0,1.388317564788153,0.0739,25.72,28.02,1.3983451,✅ OK
haryana,rohtak,2006,Rabi       ,wheat,94720.0,376000.0,3.9695945945945934,0.0739,25.72,28.02,3.691916,✅ OK
haryana,rohtak,2006,Whole Year ,onion,24.0,400.0,16.666666666666668,0.0739,25.72,28.02,16.538603,✅ OK
haryana,rohtak,2006,Whole Year ,sannhamp,87.0,100.0,1.1494252873563218,0.0739,25.72,28.02,0.8752134,✅ OK
haryana,rohtak,2006,Whole Year ,sugarcane,12691.0,838000.0,66.03104562288236,0.0739,25.72,28.02,65.368515,✅ OK
haryana,rohtak,2007,Kharif     ,arhar/tur,9239.0,10100.0,1.093191903885702,0.0739,25.67,28.11,1.1777333,✅ OK
haryana,rohtak,2007,Kharif     ,bajra,19137.0,43000.0,2.2469561582275173,0.0739,25.67,28.11,1.432298,✅ OK
haryana,rohtak,2007,Kharif     ,cotton(lint),7762.0,21000.0,2.7054882762174697,0.0739,25.67,28.11,1.4465907,✅ OK
haryana,rohtak,2007,Kharif     ,jowar,23208.0,10000.0,0.4308859014133057,0.0739,25.67,28.11,0.5829064,✅ OK
haryana,rohtak,2007,Kharif     ,rice,23167.0,52000.0,2.244572020546467,0.0739,25.67,28.11,2.0423145,✅ OK
haryana,rohtak,2007,Rabi       ,barley,822.0,3000.0,3.6496350364963503,0.0739,25.67,28.11,3.1261988,✅ OK
haryana,rohtak,2007,Rabi       ,gram,636.0,1000.0,1.572327044025157,0.0739,25.67,28.11,1.5481079,✅ OK
haryana,rohtak,2007,Rabi       ,rapeseed &mustard,13512.0,14000.0,1.0361160449970397,0.0739,25.67,28.11,1.3875853,✅ OK
haryana,rohtak,2007,Rabi       ,wheat,98690.0,347000.0,3.516060391123721,0.0739,25.67,28.11,3.7435212,✅ OK
haryana,rohtak,2007,Whole Year ,onion,10.0,200.0,20.0,0.0739,25.67,28.11,18.379257,✅ OK
haryana,rohtak,2007,Whole Year ,sannhamp,117.0,100.0,0.8547008547008547,0.0739,25.67,28.11,0.7184795,✅ OK
haryana,rohtak,2007,Whole Year ,sugarcane,12341.0,850000.0,68.87610404343246,0.0739,25.67,28.11,64.03921,✅ OK
haryana,rohtak,2008,Kharif     ,arhar/tur,10748.0,11800.0,1.0978786751023446,0.0739,25.55,27.85,1.1317573,✅ OK
haryana,rohtak,2008,Kharif     ,bajra,20723.0,37000.0,1.785455773777928,0.0739,25.55,27.85,1.3706137,✅ OK
haryana,rohtak,2008,Kharif     ,cotton(lint),6527.0,16000.0,2.4513559062356367,0.0739,25.55,27.85,1.4006145,✅ OK
haryana,rohtak,2008,Kharif     ,jowar,20884.0,10000.0,0.4788354721317755,0.0739,25.55,27.85,0.5369305,🚨 Low Yield
haryana,rohtak,2008,Kharif     ,maize,65.0,200.0,3.076923076923077,0.0739,25.55,27.85,1.5046866,✅ OK
haryana,rohtak,2008,Kharif     ,rice,38439.0,48000.0,1.2487317568094904,0.0739,25.55,27.85,1.9963381,✅ OK
haryana,rohtak,2008,Rabi       ,barley,1317.0,2000.0,1.5186028853454825,0.0739,25.55,27.85,2.78187,✅ OK
haryana,rohtak,2008,Rabi       ,gram,895.0,1000.0,1.11731843575419,0.0739,25.55,27.85,1.17404,✅ OK
haryana,rohtak,2008,Rabi       ,rapeseed &mustard,13649.0,21000.0,1.538574254524141,0.0739,25.55,27.85,1.3416092,✅ OK
haryana,rohtak,2008,Rabi       ,wheat,103232.0,448000.0,4.339739615623063,0.0739,25.55,27.85,3.7065907,✅ OK
haryana,rohtak,2008,Whole Year ,sannhamp,62.0,100.0,1.6129032258064515,0.0739,25.55,27.85,1.7060914,✅ OK
haryana,rohtak,2008,Whole Year ,sugarcane,7145.0,384000.0,53.743876836948914,0.0739,25.55,27.85,51.30634,✅ OK
haryana,rohtak,2009,Kharif     ,arhar/tur,5945.0,6800.0,1.1438183347350714,0.0739,26.05,28.55,1.2351313,✅ OK
haryana,rohtak,2009,Kharif     ,bajra,20053.0,31000.0,1.5459033561063182,0.0739,26.05,28.55,1.505442,✅ OK
haryana,rohtak,2009,Kharif     ,cotton(lint),7836.0,17000.0,2.169474221541603,0.0739,26.05,28.55,1.4736141,✅ OK
haryana,rohtak,2009,Kharif     ,jowar,21024.0,100.0,0.0047564687975646,0.0739,26.05,28.55,0.64030445,✅ OK
haryana,rohtak,2009,Kharif     ,maize,980.0,2000.0,2.0408163265306123,0.0739,26.05,28.55,1.8528029,✅ OK
haryana,rohtak,2009,Kharif     ,rice,35056.0,50000.0,1.42628936558649,0.0739,26.05,28.55,2.0621097,✅ OK
haryana,rohtak,2009,Rabi       ,barley,1429.0,3000.0,2.099370188943317,0.0739,26.05,28.55,2.7548425,✅ OK
haryana,rohtak,2009,Rabi       ,gram,934.0,1000.0,1.0706638115631693,0.0739,26.05,28.55,1.2399191,✅ OK
haryana,rohtak,2009,Rabi       ,wheat,103726.0,422000.0,4.068411005919442,0.0739,26.05,28.55,3.7501092,✅ OK
haryana,rohtak,2009,Whole Year ,onion,13.0,200.0,15.384615384615383,0.0739,26.05,28.55,19.750761,✅ OK
haryana,rohtak,2009,Whole Year ,sugarcane,4291.0,238000.0,55.46492659053833,0.0739,26.05,28.55,53.1781,✅ OK
haryana,rohtak,2010,Kharif     ,arhar/tur,6953.0,8000.0,1.1505824823817057,0.0739,26.03,28.2,1.1647532,✅ OK
haryana,rohtak,2010,Kharif     ,bajra,22753.0,32000.0,1.406407946204896,0.0739,26.03,28.2,1.4023378,✅ OK
haryana,rohtak,2010,Kharif     ,cotton(lint),7197.0,13000.0,1.8063081839655413,0.0739,26.03,28.2,1.4336106,✅ OK
haryana,rohtak,2010,Kharif     ,jowar,19997.0,10000.0,0.5000750112516877,0.0739,26.03,28.2,0.5573797,🚨 Low Yield
haryana,rohtak,2010,Kharif     ,maize,700.0,2000.0,2.857142857142857,0.0739,26.03,28.2,2.0393512,✅ OK
haryana,rohtak,2010,Kharif     ,rice,39340.0,59000.0,1.499745805795628,0.0739,26.03,28.2,2.0594175,✅ OK
haryana,rohtak,2010,Rabi       ,barley,1497.0,3000.0,2.004008016032064,0.0739,26.03,28.2,2.6844645,✅ OK
haryana,rohtak,2010,Rabi       ,gram,1036.0,1000.0,0.9652509652509652,0.0739,26.03,28.2,1.169541,✅ OK
haryana,rohtak,2010,Rabi       ,rapeseed &mustard,13706.0,22000.0,1.6051364365971108,0.0739,26.03,28.2,1.3746052,✅ OK
haryana,rohtak,2010,Rabi       ,wheat,101635.0,464000.0,4.565356422492251,0.0739,26.03,28.2,3.730541,✅ OK
haryana,rohtak,2010,Whole Year ,sugarcane,5961.0,40000.0,6.710283509478275,0.0739,26.03,28.2,8.599458,✅ OK
haryana,rohtak,2011,Kharif     ,arhar/tur,4670.0,5400.0,1.1563169164882228,0.0739,25.62,28.06,1.2496186,✅ OK
haryana,rohtak,2011,Kharif     ,bajra,20281.0,39000.0,1.9229821014742865,0.0739,25.62,28.06,1.5167296,✅ OK
haryana,rohtak,2011,Kharif     ,cotton(lint),9869.0,37000.0,3.74911338534806,0.0739,25.62,28.06,1.5184758,✅ OK
haryana,rohtak,2011,Kharif     ,jowar,19549.0,10000.0,0.5115351168857742,0.0739,25.62,28.06,0.6422451,✅ OK
haryana,rohtak,2011,Kharif     ,maize,688.0,3000.0,4.3604651162790695,0.0739,25.62,28.06,2.231743,✅ OK
